target,cell_line,assay_title,institute_name,string_biological_replicates,organism,term_id,title,accession,status,assay_term_name,replication_type,date_released,assembly,file_format,file_size,file_type,output_category,output_type,read_length,read_length_units,run_type,schema_version,encode_version,biological_replicates,technical_replicates,url
SRF,GM12878,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0002784,"Richard Myers, HAIB",ENCFF821PRO,released,ChIP-seq,isogenic,2011-07-18,GRCh38,bigWig,385137945,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/16/a5dde9e7-028b-487d-8b41-ca6211aa6204/ENCFF821PRO.bigWig
SRF,GM12878,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002784,"Michael Snyder, Stanford",ENCFF681ZOU,released,ChIP-seq,isogenic,2018-01-26,GRCh38,bigWig,2453549202,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/11/29/178b7329-1407-4b87-acc2-6a1be7154b53/ENCFF681ZOU.bigWig
SRF,H1,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0003042,"Richard Myers, HAIB",ENCFF941KEV,released,ChIP-seq,isogenic,2011-07-18,GRCh38,bigWig,516160777,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/16/20c715d4-9f7b-4bb2-a6c3-f7bb7dd5ed6d/ENCFF941KEV.bigWig
SRF,K562,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0002067,"Richard Myers, HAIB",ENCFF106VTZ,released,ChIP-seq,isogenic,2020-06-30,GRCh38,bigWig,1331037586,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/06/30/e55d5047-cf7f-4e3e-adee-f26ecf9e1a09/ENCFF106VTZ.bigWig
SRSF1,HepG2,TF ChIP-seq,University of California at San Diego,"[1, 2]",human,EFO:0001187,"Xiang-Dong Fu, UCSD",ENCFF730TAM,released,ChIP-seq,isogenic,2017-02-27,GRCh38,bigWig,656667254,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2017/02/11/5e25b966-76a7-4fc0-bc12-67938c16f6f0/ENCFF730TAM.bigWig
SRSF1,K562,TF ChIP-seq,University of California at San Diego,"[1, 2]",human,EFO:0002067,"Xiang-Dong Fu, UCSD",ENCFF310MRD,released,ChIP-seq,isogenic,2017-02-27,GRCh38,bigWig,721318480,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2017/02/11/a8475f81-a18c-4b12-916a-70b50f89bdbd/ENCFF310MRD.bigWig
SRSF3,K562,TF ChIP-seq,University of California at San Diego,"[1, 2]",human,EFO:0002067,"Xiang-Dong Fu, UCSD",ENCFF201YMB,released,ChIP-seq,isogenic,2016-10-31,GRCh38,bigWig,518628252,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/12/01/e32f960c-6795-4d15-b7c7-eb77d589e266/ENCFF201YMB.bigWig
SRSF4,HepG2,TF ChIP-seq,University of California at San Diego,"[1, 2]",human,EFO:0001187,"Xiang-Dong Fu, UCSD",ENCFF252YKZ,released,ChIP-seq,isogenic,2018-01-19,GRCh38,bigWig,807521455,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/12/03/8cc2fd22-70b9-45d7-917e-28fb250e0bcc/ENCFF252YKZ.bigWig
SRSF7,K562,TF ChIP-seq,University of California at San Diego,"[1, 2]",human,EFO:0002067,"Xiang-Dong Fu, UCSD",ENCFF129NIH,released,ChIP-seq,isogenic,2017-08-17,GRCh38,bigWig,800368188,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2017/08/16/60176fb2-310f-4dfe-aae5-270294488289/ENCFF129NIH.bigWig
SRSF9,HepG2,TF ChIP-seq,University of California at San Diego,"[1, 2]",human,EFO:0001187,"Xiang-Dong Fu, UCSD",ENCFF984LPW,released,ChIP-seq,isogenic,2018-01-26,GRCh38,bigWig,748504739,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '1_2', '2_1', '2_2']",https://encode-public.s3.amazonaws.com/2020/12/03/f35c46ff-2c9b-485a-9054-4f1ae8829709/ENCFF984LPW.bigWig
SRSF9,K562,TF ChIP-seq,University of California at San Diego,"[1, 2]",human,EFO:0002067,"Xiang-Dong Fu, UCSD",ENCFF622FMX,released,ChIP-seq,isogenic,2017-12-01,GRCh38,bigWig,767981784,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/31/6c5b7782-2591-4ac2-83fd-228ca5decb5a/ENCFF622FMX.bigWig
SSRP1,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF615LFZ,released,ChIP-seq,isogenic,2016-06-14,GRCh38,bigWig,926591658,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/24/713635fb-329b-4e99-9b41-98534cdd840f/ENCFF615LFZ.bigWig
STAG1,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF338UCS,released,ChIP-seq,isogenic,2020-07-08,GRCh38,bigWig,866214607,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/04/5e8e1a9f-62d6-4e16-93ab-a3c34f98b334/ENCFF338UCS.bigWig
STAG1,K562,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0002067,"Richard Myers, HAIB",ENCFF032KSP,released,ChIP-seq,isogenic,2020-07-15,GRCh38,bigWig,839380152,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/09/ca21b175-4773-4ac6-863f-b5c4dc58ca6d/ENCFF032KSP.bigWig
STAT1,GM12878,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002784,"Michael Snyder, Stanford",ENCFF116UVP,released,ChIP-seq,isogenic,2014-07-07,GRCh38,bigWig,2158402452,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/11/28/3b0e708a-c085-4716-b495-0267ac09e368/ENCFF116UVP.bigWig
STAT3,GM12878,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002784,"Michael Snyder, Stanford",ENCFF950RYY,released,ChIP-seq,isogenic,2011-10-29,GRCh38,bigWig,432564084,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2017/07/21/fb5a721d-172e-4f65-b0bd-8419bfe62fce/ENCFF950RYY.bigWig
STAT5A,GM12878,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0002784,"Richard Myers, HAIB",ENCFF249CGE,released,ChIP-seq,isogenic,2012-02-29,GRCh38,bigWig,914420872,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2017/12/13/1e0ba9d4-ef68-473b-bd85-a5cf6a6c056a/ENCFF249CGE.bigWig
STAT5A,K562,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0002067,"Richard Myers, HAIB",ENCFF738ISI,released,ChIP-seq,isogenic,2012-02-29,GRCh38,bigWig,1351596151,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/16/cc13871f-c881-4f13-ae1b-adea4b3e1900/ENCFF738ISI.bigWig
STAT5B,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF639TFO,released,ChIP-seq,isogenic,2020-07-09,GRCh38,bigWig,1608787921,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/06/965982ea-258b-4325-b7e1-b0f852d5f4dc/ENCFF639TFO.bigWig
STAT6,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF362LFW,released,ChIP-seq,isogenic,2020-08-17,GRCh38,bigWig,1027109645,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/05/14/888dcee9-a53e-46f0-a717-e46d627b06c0/ENCFF362LFW.bigWig
SUPT20H,GM12878,TF ChIP-seq,Harvard Medical School,"[1, 2]",human,EFO:0002784,"Kevin Struhl, HMS",ENCFF087OWB,released,ChIP-seq,isogenic,2011-10-29,GRCh38,bigWig,422547226,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2017/07/04/4721617d-cd7c-4b2b-b85d-7cd57c00c451/ENCFF087OWB.bigWig
SUPT5H,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF498YTJ,released,ChIP-seq,isogenic,2016-10-14,GRCh38,bigWig,2123082426,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/12/01/0170690e-d5aa-4bcb-9b1b-7952841311a8/ENCFF498YTJ.bigWig
SUZ12,H1,TF ChIP-seq,Broad Institute,"[1, 3]",human,EFO:0003042,"Bradley Bernstein, Broad",ENCFF008SLD,released,ChIP-seq,isogenic,2012-08-06,GRCh38,bigWig,1967056536,bigWig,signal,fold change over control,,,,26,3.0,"[1, 3]","['1_1', '1_2', '1_3', '3_1']",https://encode-public.s3.amazonaws.com/2017/03/14/03dfcae4-c55d-4242-b77d-177b89355f20/ENCFF008SLD.bigWig
SUZ12,H1,TF ChIP-seq,University of Southern California,"[1, 2]",human,EFO:0003042,"Peggy Farnham, USC",ENCFF723MAM,released,ChIP-seq,isogenic,2011-10-29,GRCh38,bigWig,431328817,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2018/06/08/0f3423b8-763f-4c9d-a035-225572c223f2/ENCFF723MAM.bigWig
SUZ12,HepG2,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001187,"Michael Snyder, Stanford",ENCFF673YNA,released,ChIP-seq,isogenic,2014-07-07,GRCh38,bigWig,911767928,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/24/21f929ca-ba7c-480a-bfc0-b43473103fd7/ENCFF673YNA.bigWig
SUZ12,K562,TF ChIP-seq,Broad Institute,"[1, 2]",human,EFO:0002067,"Bradley Bernstein, Broad",ENCFF208PNQ,released,ChIP-seq,isogenic,2012-08-06,GRCh38,bigWig,737435742,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2018/06/08/7f78e3e7-1393-4238-8e4b-9a46e1b59ba7/ENCFF208PNQ.bigWig
SUZ12,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF417FWT,released,ChIP-seq,isogenic,2016-06-14,GRCh38,bigWig,1026079146,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/24/d48046bb-7f1a-4bbe-815e-8d7e57454596/ENCFF417FWT.bigWig
SUZ12,MCF-7,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001203,"Michael Snyder, Stanford",ENCFF106XBP,released,ChIP-seq,isogenic,2017-05-17,GRCh38,bigWig,2246206328,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/12/02/7b16f2d9-8e88-49d5-b8a9-f0994b11504a/ENCFF106XBP.bigWig
SYNCRIP,HepG2,TF ChIP-seq,University of California at San Diego,"[1, 2]",human,EFO:0001187,"Xiang-Dong Fu, UCSD",ENCFF562RHU,released,ChIP-seq,isogenic,2018-05-16,GRCh38,bigWig,859581131,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/12/03/f19edfeb-ffc2-41a2-b4e0-39461dcd3c46/ENCFF562RHU.bigWig
TAF1,GM12878,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0002784,"Richard Myers, HAIB",ENCFF105MPH,released,ChIP-seq,isogenic,2011-07-18,GRCh38,bigWig,537222156,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/16/a62dd869-bf90-4951-877f-bcffdf0ae49a/ENCFF105MPH.bigWig
TAF1,H1,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0003042,"Richard Myers, HAIB",ENCFF689QWC,released,ChIP-seq,isogenic,2011-07-18,GRCh38,bigWig,405658769,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/16/ee338c03-9f67-450e-8d3a-5e2230365794/ENCFF689QWC.bigWig
TAF1,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF533HKX,released,ChIP-seq,isogenic,2020-07-09,GRCh38,bigWig,1599576037,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/01/235b5265-dbf8-42be-8837-2e3e09d15779/ENCFF533HKX.bigWig
TAF1,K562,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0002067,"Richard Myers, HAIB",ENCFF351VWV,released,ChIP-seq,isogenic,2011-07-18,GRCh38,bigWig,153619321,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/16/b00f80ce-8dce-4cae-a7d1-e1c2a6673ddb/ENCFF351VWV.bigWig
TAF1,MCF-7,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001203,"Richard Myers, HAIB",ENCFF831FHP,released,ChIP-seq,isogenic,2012-09-10,GRCh38,bigWig,1006905029,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/11/09/bc950c33-aa13-49f3-b749-3c1ccfa1e94c/ENCFF831FHP.bigWig
TAF15,HepG2,TF ChIP-seq,University of California at San Diego,"[1, 2]",human,EFO:0001187,"Xiang-Dong Fu, UCSD",ENCFF174ODY,released,ChIP-seq,isogenic,2018-01-16,GRCh38,bigWig,780281375,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/12/03/a8125955-b431-4e2d-a45a-20a26cdb2261/ENCFF174ODY.bigWig
TAF15,K562,TF ChIP-seq,University of California at San Diego,"[1, 2]",human,EFO:0002067,"Xiang-Dong Fu, UCSD",ENCFF998ZUC,released,ChIP-seq,isogenic,2017-02-27,GRCh38,bigWig,808617521,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2017/02/11/f363f801-a052-4bef-ba65-175c82ccf45b/ENCFF998ZUC.bigWig
TAF7,H1,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0003042,"Richard Myers, HAIB",ENCFF160JKQ,released,ChIP-seq,isogenic,2011-07-18,GRCh38,bigWig,864960338,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/14/7d45b149-487d-4d0b-b8aa-2a642068e047/ENCFF160JKQ.bigWig
TAF7,K562,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0002067,"Richard Myers, HAIB",ENCFF665COJ,released,ChIP-seq,isogenic,2011-07-18,GRCh38,bigWig,387352882,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/16/ad43e63e-bc9d-4033-90df-218351a7a3d0/ENCFF665COJ.bigWig
TAF7,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF439JKU,released,ChIP-seq,isogenic,2016-01-14,GRCh38,bigWig,1494117913,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/12/03/6f4f0edb-15c5-4b9f-863f-800f1a345081/ENCFF439JKU.bigWig
TAF9B,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF502JLG,released,ChIP-seq,isogenic,2018-01-26,GRCh38,bigWig,2704386150,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/11/29/b49085a2-db5c-4352-995e-ccd92e786188/ENCFF502JLG.bigWig
TAL1,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF019EEM,released,ChIP-seq,isogenic,2016-06-14,GRCh38,bigWig,1955028573,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/24/57c9c2c8-fb0b-4e45-94fe-bc81ffa7087f/ENCFF019EEM.bigWig
TARDBP,GM12878,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0002784,"Richard Myers, HAIB",ENCFF436YJO,released,ChIP-seq,isogenic,2016-11-08,GRCh38,bigWig,827580109,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/11/02/65ddb335-48ec-40df-9b9b-90b017d87329/ENCFF436YJO.bigWig
TARDBP,GM12878,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002784,"Michael Snyder, Stanford",ENCFF531XDV,released,ChIP-seq,isogenic,2016-04-22,GRCh38,bigWig,2249021702,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/12/04/703c26d4-74fe-4051-8a52-df7e80f4ea05/ENCFF531XDV.bigWig
TARDBP,HepG2,TF ChIP-seq,University of California at San Diego,"[1, 2]",human,EFO:0001187,"Xiang-Dong Fu, UCSD",ENCFF159FEG,released,ChIP-seq,isogenic,2017-12-01,GRCh38,bigWig,1073270351,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2017/02/10/e9a9c708-693f-4d7b-afab-5343a45c8f67/ENCFF159FEG.bigWig
TARDBP,K562,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0002067,"Richard Myers, HAIB",ENCFF623ZTZ,released,ChIP-seq,isogenic,2014-07-07,GRCh38,bigWig,1009070837,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/31/edcffc27-180a-491a-a6db-e6bc6a39ecd0/ENCFF623ZTZ.bigWig
TARDBP,K562,TF ChIP-seq,Stanford University,"[2, 3]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF098QMC,released,ChIP-seq,isogenic,2016-04-22,GRCh38,bigWig,2383816812,bigWig,signal,fold change over control,,,,26,3.0,"[2, 3]","['2_1', '3_1']",https://encode-public.s3.amazonaws.com/2016/10/24/5fdc3c18-40b5-4003-a12a-8d7e58a8202e/ENCFF098QMC.bigWig
TARDBP,K562,TF ChIP-seq,University of California at San Diego,"[1, 2]",human,EFO:0002067,"Xiang-Dong Fu, UCSD",ENCFF134EIU,released,ChIP-seq,isogenic,2017-02-27,GRCh38,bigWig,700805856,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2017/02/10/0bfc6221-ff3a-4f9a-bb89-cf86fbf644fe/ENCFF134EIU.bigWig
TARDBP,MCF-7,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001203,"Michael Snyder, Stanford",ENCFF844SQA,released,ChIP-seq,isogenic,2017-02-01,GRCh38,bigWig,1989241224,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/12/02/e1ed749f-16d5-431f-b4a3-b4d7e26fa3aa/ENCFF844SQA.bigWig
TBL1XR1,GM12878,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002784,"Michael Snyder, Stanford",ENCFF061ZIL,released,ChIP-seq,isogenic,2012-05-14,GRCh38,bigWig,465228027,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2017/07/20/f44768df-0932-466d-8a44-2c1a2ad38832/ENCFF061ZIL.bigWig
TBL1XR1,HepG2,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001187,"Michael Snyder, Stanford",ENCFF933FCB,released,ChIP-seq,isogenic,2014-07-07,GRCh38,bigWig,1034165165,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/10/31/e542f211-a38f-4561-8081-cc2267cbaece/ENCFF933FCB.bigWig
TBL1XR1,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF805ZUL,released,ChIP-seq,isogenic,2012-05-14,GRCh38,bigWig,807674200,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/14/56f5baeb-979f-43de-89d4-2052aebc5391/ENCFF805ZUL.bigWig
TBP,GM12878,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002784,"Michael Snyder, Stanford",ENCFF554YCY,released,ChIP-seq,isogenic,2011-10-29,GRCh38,bigWig,430374803,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2017/07/19/7ebdff9c-e454-4d9b-9ed3-382b7347340d/ENCFF554YCY.bigWig
TBP,H1,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0003042,"Michael Snyder, Stanford",ENCFF052TRV,released,ChIP-seq,isogenic,2011-10-29,GRCh38,bigWig,741729578,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/16/c7d23d45-d521-4936-be5d-ce2c7c4afe8a/ENCFF052TRV.bigWig
TBP,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF898KEI,released,ChIP-seq,isogenic,2020-07-14,GRCh38,bigWig,804038196,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/09/2bf7d177-908b-46c0-9e37-90f27f4adbeb/ENCFF898KEI.bigWig
TBP,HepG2,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001187,"Michael Snyder, Stanford",ENCFF147UHT,released,ChIP-seq,isogenic,2011-10-29,GRCh38,bigWig,654631046,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/13/af32a101-8b0e-4d17-9561-0af3641e1fb5/ENCFF147UHT.bigWig
TBP,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF727KHF,released,ChIP-seq,isogenic,2011-10-29,GRCh38,bigWig,506902738,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2017/07/14/5b79c2e6-e904-4276-a9af-93b24fe94d7c/ENCFF727KHF.bigWig
TBPL1,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF911WKX,released,ChIP-seq,isogenic,2020-08-03,GRCh38,bigWig,1671665622,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/03/ca7e01f9-1852-465c-a5de-f64056d9954b/ENCFF911WKX.bigWig
TBX18,K562,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002067,"Michael Snyder, Stanford",ENCFF987SVV,released,ChIP-seq,isogenic,2020-08-03,GRCh38,bigWig,1667461621,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/03/c3220401-d238-4c0d-9094-5e3230f32e6d/ENCFF987SVV.bigWig
TBX2,HepG2,TF ChIP-seq,HudsonAlpha Institute for Biotechnology,"[1, 2]",human,EFO:0001187,"Richard Myers, HAIB",ENCFF225OTG,released,ChIP-seq,isogenic,2020-07-01,GRCh38,bigWig,900958439,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/07/01/9bcc6a66-5228-4dc7-b28c-c9ede172f978/ENCFF225OTG.bigWig
TBX21,GM12878,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0002784,"Michael Snyder, Stanford",ENCFF031SFE,released,ChIP-seq,isogenic,2016-06-14,GRCh38,bigWig,1757024048,bigWig,signal,fold change over control,,,,26,4.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2020/12/02/96a337ad-7a59-4bf7-b6bd-dcb664db8b55/ENCFF031SFE.bigWig
TBX3,HepG2,TF ChIP-seq,Stanford University,"[1, 2]",human,EFO:0001187,"Michael Snyder, Stanford",ENCFF015ETD,released,ChIP-seq,isogenic,2017-01-31,GRCh38,bigWig,4617424110,bigWig,signal,fold change over control,,,,26,3.0,"[1, 2]","['1_1', '2_1']",https://encode-public.s3.amazonaws.com/2016/12/16/b575fa08-03d1-4e7a-a2a7-742bc009700d/ENCFF015ETD.bigWig
TBX3,HepG2,TF ChIP-seq,Stanford University,"[2, 3]",human,EFO:0001187,"Michael Snyder, Stanford",ENCFF720BXD,released,ChIP-seq,isogenic,2016-11-17,GRCh38,bigWig,2302607473,bigWig,signal,fold change over control,,,,26,4.0,"[2, 3]","['2_1', '3_1']",https://encode-public.s3.amazonaws.com/2020/12/04/5e7bd486-a2ad-4363-98e2-3819431d6bcf/ENCFF720BXD.bigWig
